longitude,latitude,housing_median_age,households,median_income,median_house_value
-118.33,34.19,45.0,319.0,31380.0,217000.0
-118.34,34.19,48.0,176.0,31406.0,223100.0
-118.33,34.18,45.0,316.0,37411.0,235500.0
-118.33,34.18,49.0,367.0,38462.0,231300.0
-118.33,34.18,48.0,362.0,56975.0,231400.0
-118.34,34.19,43.0,255.0,26827.0,219900.0
-118.34,34.19,47.0,334.0,41923.0,231200.0
-118.34,34.18,45.0,599.0,32400.000000000004,226900.0
-118.34,34.18,46.0,295.0,28125.0,229900.0
-118.35,34.19,45.0,204.0,40313.0,209100.0
-118.36,34.19,46.0,295.0,51814.0,209500.0
-118.35,34.18,46.0,490.0,42820.0,224700.0
-118.35,34.18,46.0,360.0,33056.0,230400.0
-118.35,34.17,47.0,171.0,20385.0,225000.0
-118.35,34.17,42.0,329.0,44408.0,216000.0
-118.36,34.17,46.0,239.0,40742.0,229100.0
-118.34,34.18,45.0,289.0,38750.0,226900.0
-118.34,34.18,45.0,653.0,38668.0,232000.0
-118.34,34.17,49.0,561.0,41161.0,232500.0
-118.35,34.16,42.0,458.0,32015.0,250000.0
-118.33,34.17,44.0,365.0,24730.0,251800.0
-118.33,34.16,37.0,499.0,37941.0,247800.0
-118.34,34.17,52.0,222.0,48750.0,249500.0
-118.34,34.16,44.0,353.0,36111.0,254500.0
-118.34,34.16,46.0,246.0,36920.0,244500.0
-118.33,34.16,44.0,654.0,34286.0,247900.0
-118.33,34.15,39.0,138.0,23667.0,17500.0
-118.33,34.15,44.0,301.0,42679.0,331800.0
-118.34,34.15,40.0,695.0,35637.0,497400.0
-118.34,34.15,16.0,344.0,40893.0,450000.0
-118.34,34.16,25.0,1644.0,36486.0,246900.0
-118.31,34.16,38.0,547.0,32112.0,349300.0
-118.32,34.16,49.0,208.0,62547.0,366700.0
-118.32,34.17,40.0,403.0,29306.0,279300.0
-118.33,34.16,23.0,380.0,34016.0,234600.0
-118.32,34.16,46.0,427.0,43173.0,278300.0
-118.3,34.17,16.0,357.0,31551.0,205000.0
-118.31,34.17,12.0,850.0,31823.0,218300.0
-118.31,34.17,24.0,873.0,24074.0,219400.0
-118.43,34.3,33.0,484.0,40223.00000000001,146000.0
-118.43,34.3,37.0,327.0,36023.0,161800.0
-118.43,34.29,39.0,390.0,31212.0,153500.0
-118.42,34.29,34.0,313.0,34821.0,160300.0
-118.43,34.3,28.0,62.0,17062.0,164600.0
-118.44,34.29,35.0,404.0,46864.0,193800.0
-118.43,34.29,38.0,374.0,28650.000000000004,155500.0
-118.43,34.29,38.0,293.0,36726.0,154600.0
-118.43,34.29,50.0,269.0,32095.0,167000.0
-118.44,34.29,30.0,401.0,31588.0,160100.0
-118.45,34.29,30.0,226.0,23375.0,154200.0
-118.44,34.28,32.0,143.0,17708.0,138800.0
-118.44,34.28,46.0,13.0,28750.0,162500.0
-118.44,34.28,37.0,235.0,19688.0,144100.0
-118.44,34.28,38.0,289.0,25147.0,137100.0
-117.71,34.15,17.0,2312.0,79068.0,349100.0
-117.73,34.12,26.0,157.0,61731.0,293800.0
-117.78,34.13,18.0,1227.0,58819.0,260500.0
-117.76,34.13,8.0,2156.0,74837.0,358700.0
-117.8,34.15,14.0,1162.0,55423.0,248700.0
-117.8,34.11,25.0,802.0,47969.0,211700.0
-117.8,34.1,13.0,464.0,62455.99999999999,161700.0
-117.79,34.12,16.0,446.0,48125.0,224500.0
-117.83,34.14,26.0,1131.0,65253.0,349900.0
-117.83,34.15,20.0,298.0,80683.0,451500.0
-117.82,34.13,27.0,562.0,61321.0,309700.0
-117.84,34.13,26.0,688.0,46937.0,198000.0
-117.87,34.15,24.0,679.0,82827.0,451400.0
-117.93,34.15,14.0,1907.0,40393.0,156800.0
-117.9,34.15,21.0,429.0,33942.0,212800.0
-117.9,34.14,29.0,407.0,38365.0,184200.0
-117.9,34.14,35.0,509.0,33043.0,155500.0
-117.91,34.14,42.0,464.0,22442.000000000004,166700.0
-117.89,34.14,15.0,867.0,33654.0,222100.0
-117.88,34.14,23.0,317.0,75112.0,355500.0
-117.88,34.14,32.0,329.0,38750.0,186700.0
-117.88,34.13,33.0,720.0,40023.0,185500.0
-117.85,34.14,35.0,429.0,61049.0,297200.0
-117.86,34.14,33.0,359.0,62089.0,283400.0
-117.87,34.15,37.0,401.0,54224.0,269500.0
-117.87,34.14,30.0,559.0,29375.0,209200.0
-117.85,34.13,31.0,303.0,43145.0,233000.0
-117.85,34.12,30.0,954.0,30448.0,192100.0
-117.86,34.13,33.0,421.0,46360.0,245500.0
-117.86,34.13,40.0,256.0,25880.0,209500.0
-117.86,34.13,29.0,148.0,34107.0,170800.0
-117.87,34.13,32.0,333.0,34219.0,194500.0
-117.87,34.13,29.0,400.0,31200.0,194300.0
-117.82,34.12,26.0,545.0,52699.99999999999,209400.0
-117.84,34.12,25.0,536.0,48304.0,228900.0
-117.83,34.11,29.0,445.0,49844.0,203000.0
-117.84,34.11,17.0,621.0,48894.0,191700.0
-117.84,34.12,34.0,332.0,43920.0,187600.0
-117.85,34.11,25.0,1627.0,45708.0,223000.0
-117.81,34.08,13.0,2397.0,77876.0,348900.0
-117.81,34.12,23.0,1112.0,48229.0,192600.0
-117.81,34.11,21.0,746.0,36201.0,150400.0
-117.81,34.1,19.0,389.0,38929.0,144600.0
-117.83,34.1,18.0,1923.0,40750.0,231100.0
-117.76,34.1,28.0,853.0,26210.0,202200.0
-117.78,34.09,32.0,478.0,37177.0,177200.0
-117.79,34.1,26.0,339.0,35192.0,190500.0
-117.77,34.12,15.0,695.0,44609.0,230000.0
-117.76,34.11,22.0,938.0,39825.0,180500.0
-117.77,34.1,50.0,459.0,28818.0,167200.0
-117.77,34.11,28.0,389.0,37500.0,180900.0
-117.74,34.11,28.0,522.0,53637.0,214700.0
-117.75,34.12,25.0,1019.0,43148.0,240700.0
-117.74,34.1,26.0,498.0,26779.0,136000.0
-117.75,34.1,21.0,2036.0,32756.0,156800.0
-117.71,34.12,20.0,1859.0,56785.0,239500.0
-117.73,34.12,26.0,885.0,62089.0,261800.0
-117.71,34.1,41.0,123.0,22813.0,125000.0
-117.71,34.1,52.0,126.0,18750.0,212500.0
-117.72,34.1,52.0,513.0,31477.0,291200.0
-117.72,34.1,32.0,810.0,24952.0,181800.0
-117.72,34.1,46.0,455.0,55000.0,289700.0
-117.71,34.09,36.0,483.0,41739.0,158700.0
-117.71,34.08,26.0,465.0,42638.99999999999,154200.0
-117.72,34.09,36.0,299.0,32566.0,151800.0
-117.72,34.09,33.0,874.0,37958.0,152500.0
-117.73,34.09,30.0,454.0,24375.0,112100.0
-117.73,34.09,36.0,303.0,35313.0,117800.0
-117.73,34.08,33.0,257.0,29063.0,115200.0
-117.74,34.09,30.0,563.0,34871.0,136400.0
-117.75,34.08,33.0,493.0,36359.0,135100.0
-117.75,34.08,33.0,201.0,40368.00000000001,139100.0
-117.75,34.09,36.0,545.0,42143.0,146900.0
-117.76,34.08,37.0,522.0,29388.0,139200.0
-117.77,34.08,27.0,828.0,60434.0,214800.0
-117.77,34.07,36.0,629.0,28661.0,124000.0
-117.75,34.07,52.0,343.0,26300.0,127300.0
-117.76,34.07,51.0,388.0,23156.0,109800.0
-117.76,34.07,48.0,218.0,28594.0,127200.0
-117.76,34.06,33.0,472.0,19937.0,103600.0
-117.76,34.06,47.0,86.0,19583.0,92600.0
-117.78,34.07,18.0,765.0,39784.0,113500.0
-117.78,34.06,25.0,478.0,22258.0,114800.0
-117.79,34.07,33.0,301.0,37583.0,116300.0
-117.79,34.07,34.0,183.0,37933.0,116100.0
-117.78,34.06,33.0,300.0,24464.0,128700.0
-117.78,34.05,39.0,550.0,39224.0,131300.0
-117.8,34.05,5.0,909.0,41118.0,125900.0
-117.8,34.06,34.0,252.0,36298.0,108500.0
-117.82,34.05,21.0,834.0,31641.0,117300.0
-117.76,34.06,30.0,459.0,22270.0,91900.0
-117.76,34.05,36.0,782.0,19029.0,98000.0
-117.76,34.05,36.0,942.0,23859.0,116200.0
-117.74,34.08,35.0,293.0,34398.0,134300.0
-117.74,34.07,42.0,509.0,30294.0,135700.0
-117.74,34.06,48.0,548.0,28983.0,129200.0
-117.74,34.07,52.0,328.0,42415.0,140100.0
-117.75,34.07,52.0,204.0,52269.0,161000.0
-117.75,34.07,52.0,576.0,16006.0,146200.0
-117.72,34.08,34.0,496.0,32481.0,128800.0
-117.72,34.07,33.0,730.0,37321.0,134200.0
-117.73,34.08,28.0,954.0,38438.0,130800.0
-117.73,34.07,34.0,759.0,41339.0,135000.0
-117.72,34.06,32.0,569.0,19643.0,113200.0
-117.73,34.06,34.0,119.0,31786.0,117800.0
-117.73,34.06,51.0,112.0,14063.000000000002,98800.0
-117.73,34.07,33.0,467.0,23406.0,122600.0
-117.73,34.05,36.0,233.0,28929.0,118100.0
-117.73,34.05,28.0,694.0,20734.0,113300.0
-117.74,34.05,30.0,302.0,26250.0,94300.0
-117.74,34.05,29.0,665.0,21354.000000000004,110700.0
-117.74,34.05,27.0,221.0,21141.0,110900.0
-117.75,34.05,46.0,348.0,19718.0,110600.0
-117.73,34.04,26.0,810.0,31500.0,129700.0
-117.73,34.03,42.0,348.0,30375.0,118100.0
-117.74,34.02,33.0,451.0,37454.0,116400.0
-117.74,34.04,27.0,449.0,30429.0,129600.0
-117.75,34.04,22.0,602.0,31250.0,113600.0
-117.76,34.04,36.0,447.0,34464.0,113000.0
-117.85,34.0,26.0,377.0,56513.0,227900.0
-117.86,33.99,10.0,2666.0,63875.0,310700.0
-117.8,34.02,23.0,522.0,50869.0,230600.0
-117.81,34.01,12.0,1554.0,49589.0,282100.0
-117.79,34.02,5.0,2777.0,64266.0,315600.0
-117.84,34.0,26.0,114.0,68758.0,253800.0
-117.83,33.99,14.0,2676.0,62734.0,267000.0
-117.84,33.98,26.0,593.0,61076.0,221200.0
-117.83,33.97,11.0,2890.0,70329.0,368300.0
-117.87,34.04,7.0,4072.0,66288.0,339700.0
-117.87,34.02,16.0,573.0,64333.0,271500.0
-117.84,34.04,4.0,1429.0,69754.0,402500.0
-117.85,34.06,24.0,472.0,75286.0,462700.0
-117.85,34.07,32.0,95.0,111077.0,500001.0
-117.86,34.08,31.0,343.0,75196.0,380900.0
-117.87,34.08,33.0,764.0,56015.0,267200.0
-117.85,34.1,22.0,884.0,45100.0,189900.0
-117.86,34.09,29.0,609.0,55496.0,218200.0
-117.85,34.09,16.0,651.0,64667.0,263900.0
-117.86,34.09,26.0,543.0,61498.0,239100.0
-117.87,34.1,25.0,424.0,37750.0,191700.0
-117.87,34.09,31.0,317.0,36484.0,189600.0
-117.88,34.1,32.0,604.0,42685.00000000001,216600.0
-117.89,34.09,36.0,332.0,55629.0,188300.0
-117.87,34.09,36.0,200.0,52405.0,220000.0
-117.87,34.08,33.0,796.0,32469.0,206900.0
-117.88,34.09,29.0,728.0,35109.0,186000.0
-117.86,34.1,23.0,466.0,35977.0,180600.0
-117.86,34.1,29.0,196.0,50832.0,196900.0
-117.87,34.1,15.0,1267.0,38750.0,173300.0
-117.84,34.1,17.0,1526.0,38465.0,180700.0
-117.85,34.11,27.0,416.0,31133.0,180600.0
-117.88,34.12,33.0,258.0,51708.0,158500.0
-117.87,34.12,34.0,217.0,38571.0,174500.0
-117.87,34.11,23.0,737.0,46556.0,199600.0
-117.87,34.11,34.0,228.0,45234.0,192200.0
-117.88,34.11,30.0,619.0,41411.0,182700.0
-117.89,34.12,35.0,246.0,49239.0,168800.0
-117.88,34.12,35.0,289.0,40938.0,165300.0
-117.89,34.11,36.0,153.0,45221.0,151300.0
-117.88,34.11,18.0,656.0,32383.0,157000.0
-117.89,34.12,35.0,268.0,39934.0,141900.0
-117.89,34.12,35.0,317.0,40500.0,141300.0
-117.89,34.11,27.0,498.0,36875.0,140200.0
-117.9,34.11,37.0,249.0,42019.0,140100.0
-117.88,34.13,25.0,623.0,28547.0,155600.0
-117.88,34.12,36.0,364.0,41836.0,164300.0
-117.89,34.13,34.0,385.0,41994.99999999999,147400.0
-117.9,34.13,25.0,752.0,26619.0,117600.0
-117.9,34.13,32.0,358.0,26292.0,136100.0
-117.9,34.13,5.0,311.0,15000.0,139800.0
-117.9,34.13,37.0,425.0,31597.0,133000.0
-117.9,34.12,33.0,361.0,26629.0,124100.0
-117.9,34.12,35.0,221.0,33322.0,151400.0
-117.91,34.13,34.0,317.0,22132.0,138500.0
-117.92,34.13,42.0,365.0,28643.0,132600.0
-117.91,34.12,41.0,592.0,37846.0,145500.0
-117.91,34.12,33.0,298.0,41944.0,149500.0
-117.92,34.12,32.0,548.0,29459.0,144400.0
-117.93,34.12,36.0,80.0,35385.0,134400.0
-117.9,34.11,23.0,1187.0,21667.0,142600.0
-117.91,34.11,20.0,713.0,35250.0,153000.0
-117.92,34.11,24.0,645.0,32202.0,126200.0
-117.94,34.1,31.0,244.0,33625.0,153400.0
-117.99,34.08,11.0,531.0,35625.0,141000.0
-117.99,34.07,31.0,347.0,34327.0,147200.0
-117.98,34.07,15.0,823.0,30184.000000000004,139400.0
-117.98,34.07,28.0,108.0,29107.0,152500.0
-117.99,34.06,32.0,595.0,25640.0,145800.0
-118.0,34.07,34.0,426.0,22500.0,138500.0
-117.99,34.07,35.0,373.0,24911.0,145900.0
-117.99,34.08,35.0,191.0,28906.0,134800.0
-117.97,34.08,8.0,447.0,30806.0,142400.0
-117.97,34.08,30.0,481.0,33261.0,164100.0
-117.96,34.07,32.0,670.0,37736.0,158400.0
-117.97,34.07,20.0,468.0,32000.0,157100.0
-117.97,34.07,22.0,335.0,27802.0,162500.0
-117.98,34.08,17.0,807.0,34784.0,152200.0
-117.98,34.1,22.0,1178.0,37727.0,159700.0
-117.98,34.09,31.0,594.0,35000.0,161300.0
-117.95,34.11,29.0,432.0,31034.0,140800.0
-117.96,34.1,35.0,846.0,32957.0,141600.0
-117.97,34.1,33.0,338.0,29712.0,143900.0
-117.97,34.1,26.0,276.0,40000.0,160100.0
-117.96,34.09,30.0,573.0,34427.0,160800.0
-117.96,34.09,6.0,496.0,31621.0,131000.0
-117.96,34.1,30.0,642.0,32266.0,141800.0
-117.97,34.09,31.0,670.0,34032.0,143400.0
-117.95,34.09,21.0,419.0,28375.0,166500.0
-117.95,34.08,34.0,448.0,31250.0,154100.0
-117.95,34.09,18.0,331.0,28510.0,140600.0
-117.96,34.08,39.0,332.0,22679.0,151800.0
-117.96,34.08,33.0,848.0,31912.0,159900.0
-117.96,34.08,28.0,557.0,39741.0,173100.0
-117.94,34.09,21.0,626.0,21062.0,176700.0
-117.94,34.08,32.0,497.0,44653.0,195400.0
-117.94,34.08,34.0,406.0,40640.0,201200.0
-117.94,34.08,35.0,418.0,48700.0,187700.0
-117.95,34.08,37.0,226.0,32969.0,189000.0
-117.93,34.09,34.0,428.0,39861.0,163900.0
-117.93,34.09,35.0,163.0,42062.0,161300.0
-117.93,34.09,35.0,382.0,40167.0,165500.0
-117.92,34.08,36.0,231.0,38705.0,191900.0
-117.92,34.08,35.0,414.0,41312.0,185200.0
-117.93,34.07,34.0,273.0,33977.0,188800.0
-117.93,34.08,36.0,241.0,45077.99999999999,187100.0
-117.93,34.08,35.0,128.0,39583.0,206000.0
-117.93,34.08,36.0,272.0,43947.0,197000.0
-117.93,34.08,36.0,320.0,41250.0,185800.0
-117.91,34.08,33.0,445.0,36625.0,217100.0
-117.91,34.08,35.0,262.0,35795.0,186900.0
-117.92,34.08,36.0,245.0,42986.00000000001,189600.0
-117.92,34.08,35.0,305.0,35536.0,207000.0
-117.92,34.08,35.0,323.0,57039.0,199400.0
-117.91,34.09,20.0,963.0,30441.0,185400.0
-117.92,34.09,35.0,332.0,50123.0,165700.0
-117.92,34.1,33.0,393.0,43750.0,150500.0
-117.9,34.1,31.0,616.0,37083.0,166000.0
-117.91,34.1,35.0,501.0,42500.0,166700.0
-117.92,34.1,35.0,561.0,40052.0,160700.0
-117.89,34.1,27.0,679.0,29437.000000000004,180400.0
-117.89,34.1,35.0,564.0,38304.0,175900.0
-117.89,34.1,34.0,416.0,31250.0,168600.0
-117.9,34.1,35.0,483.0,45655.0,176600.0
-117.9,34.09,34.0,266.0,41250.0,220800.0
-117.9,34.08,32.0,370.0,52120.0,201200.0
-117.89,34.09,35.0,319.0,23971.0,188900.0
-117.89,34.09,37.0,375.0,34453.0,176700.0
-117.9,34.09,39.0,335.0,43409.00000000001,191800.0
-117.88,34.08,30.0,1449.0,27763.0,187800.0
-117.89,34.08,35.0,356.0,35000.0,215600.0
-117.89,34.08,25.0,477.0,31949.0,207400.0
-117.89,34.07,32.0,427.0,38837.0,200300.0
-117.9,34.08,32.0,1117.0,32943.0,204400.0
-117.87,34.06,25.0,484.0,101248.0,428500.0
-117.88,34.06,23.0,1047.0,59254.0,491200.0
-117.9,34.06,35.0,209.0,75000.0,287200.0
-117.9,34.06,33.0,275.0,54469.0,274700.0
-117.9,34.06,33.0,192.0,56406.0,266200.0
-117.89,34.07,35.0,271.0,39808.0,188600.0
-117.9,34.07,35.0,280.0,30550.0,172000.0
-117.89,34.07,35.0,123.0,45179.0,218800.0
-117.9,34.06,34.0,464.0,53663.99999999999,268300.0
-117.9,34.07,36.0,149.0,58519.0,249400.0
-117.91,34.07,36.0,266.0,50897.0,189000.0
-117.92,34.06,34.0,558.0,35547.0,197600.0
-117.92,34.07,36.0,207.0,47708.00000000001,191700.0
-117.92,34.07,29.0,411.0,32122.0,195500.0
-117.91,34.06,29.0,513.0,51120.0,218300.0
-117.93,34.06,37.0,259.0,54635.0,202100.0
-117.93,34.06,35.0,187.0,39375.0,187500.0
-117.93,34.05,36.0,244.0,41731.0,205100.0
-117.93,34.05,32.0,565.0,42926.0,190700.0
-117.92,34.07,38.0,20.0,97066.0,182500.0
-117.93,34.06,28.0,647.0,34596.0,202800.0
-117.95,34.05,34.0,249.0,58722.0,204800.0
-117.94,34.06,32.0,622.0,40333.0,210200.0
-117.94,34.06,34.0,447.0,36648.0,193900.0
-117.93,34.07,36.0,213.0,53559.0,207300.0
-117.95,34.07,37.0,272.0,32083.0,195200.0
-117.95,34.06,32.0,411.0,46312.0,184800.0
-117.96,34.07,35.0,485.0,46118.0,191700.0
-117.96,34.06,34.0,365.0,44102.0,183200.0
-117.96,34.06,31.0,457.0,20670.0,167300.0
-117.97,34.05,33.0,278.0,36563.0,162700.0
-117.97,34.06,34.0,636.0,40469.0,166800.0
-117.98,34.06,33.0,237.0,45416.99999999999,160300.0
-117.98,34.06,36.0,398.0,40274.0,160700.0
-117.98,34.05,35.0,416.0,37454.0,156900.0
-117.99,34.05,35.0,306.0,37917.0,151100.0
-117.97,34.05,36.0,201.0,31667.0,158000.0
-117.97,34.05,36.0,216.0,35179.0,161400.0
-117.97,34.05,34.0,465.0,28333.0,155700.0
-117.98,34.05,33.0,313.0,41429.0,159800.0
-117.98,34.04,34.0,498.0,34722.0,154600.0
-117.97,34.04,32.0,324.0,41190.0,163300.0
-117.97,34.04,28.0,388.0,25192.0,157300.0
-117.96,34.03,35.0,312.0,39803.0,152600.0
-117.95,34.03,33.0,319.0,37578.0,155800.0
-117.95,34.03,35.0,179.0,27361.0,145700.0
-117.96,34.05,36.0,284.0,30904.0,158600.0
-117.95,34.05,35.0,253.0,43750.0,156500.0
-117.95,34.04,36.0,205.0,47679.0,153900.0
-117.96,34.04,35.0,212.0,31591.0,148300.0
-117.96,34.04,34.0,268.0,40250.0,146900.0
-117.96,34.05,32.0,380.0,37258.0,181900.0
-117.94,34.05,34.0,324.0,37708.0,163500.0
-117.94,34.04,36.0,334.0,35592.0,160200.0
-117.94,34.04,34.0,257.0,38409.0,163000.0
-117.94,34.05,34.0,300.0,33409.0,161200.0
-117.95,34.05,31.0,521.0,34940.0,154500.0
-117.94,34.04,33.0,354.0,38864.0,158900.0
-117.95,34.04,27.0,750.0,22740.0,150800.0
-117.94,34.03,35.0,268.0,38300.0,149000.0
-117.94,34.03,35.0,239.0,40521.0,151800.0
-117.95,34.03,33.0,376.0,33389.0,157900.0
-117.93,34.01,23.0,840.0,21863.0,157600.0
-117.93,34.01,33.0,375.0,42266.0,153800.0
-117.94,34.02,27.0,930.0,38710.0,162900.0
-117.95,34.02,19.0,228.0,38750.0,135600.0
-117.95,34.02,22.0,363.0,42577.99999999999,144100.0
-117.92,34.03,35.0,216.0,41118.0,157300.0
-117.92,34.03,32.0,375.0,39750.0,162400.0
-117.92,34.03,35.0,308.0,39219.0,159500.0
-117.93,34.03,35.0,403.0,38581.0,163100.0
-117.93,34.03,30.0,431.0,47916.99999999999,164500.0
-117.93,34.04,23.0,1109.0,49342.0,181000.0
-117.93,34.04,30.0,253.0,48854.0,178100.0
-117.9,34.05,33.0,75.0,76286.0,330400.0
-117.91,34.04,15.0,1691.0,46323.99999999999,168800.0
-117.92,34.05,36.0,448.0,46586.99999999999,161900.0
-117.88,34.01,16.0,1299.0,47589.0,178200.0
-117.88,34.0,21.0,1087.0,36308.0,192100.0
-117.89,34.01,23.0,930.0,36275.0,154100.0
-117.9,34.01,27.0,352.0,37917.0,131100.0
-117.9,34.01,27.0,494.0,39702.0,141400.0
-117.9,34.02,15.0,2497.0,50704.0,226200.0
-117.92,34.01,35.0,615.0,33750.0,127200.0
-117.98,34.04,29.0,276.0,37500.0,190600.0
-117.96,34.02,33.0,83.0,23750.0,133300.0
-117.98,34.03,21.0,166.0,26250.0,191100.0
-117.9,33.99,18.0,1707.0,34430.0,171900.0
-117.92,34.0,36.0,35.0,38125.0,136300.0
-117.88,34.0,32.0,50.0,39375.0,187500.0
-117.89,33.99,22.0,591.0,40324.0,211300.0
-117.99,34.04,30.0,938.0,31850.0,168300.0
-118.02,34.04,27.0,978.0,50650.00000000001,215400.0
-117.98,34.02,33.0,598.0,44653.0,193200.0
-117.98,34.01,27.0,381.0,57057.0,262100.0
-117.99,34.0,26.0,415.0,66988.0,382500.0
-118.02,34.02,21.0,969.0,52405.0,302400.0
-117.97,34.01,33.0,679.0,37459.0,152900.0
-117.97,34.0,28.0,367.0,38319.0,179000.0
-117.98,33.99,26.0,457.0,70778.0,334300.0
-117.98,33.98,27.0,333.0,62217.0,333500.0
-117.99,33.98,18.0,1107.0,69695.0,360400.0
-117.95,34.0,34.0,449.0,41327.99999999999,176300.0
-117.96,34.0,33.0,914.0,44038.00000000001,186700.0
-117.96,34.0,34.0,522.0,45163.0,183800.0
-117.92,33.98,10.0,2714.0,61552.0,362500.0
-117.95,33.98,15.0,2552.0,56716.0,330400.0
-117.94,33.99,18.0,982.0,49932.0,284000.0
-117.95,33.99,15.0,665.0,50142.0,269900.0
-117.95,33.99,24.0,185.0,67978.0,325000.0
-117.95,33.99,25.0,132.0,68492.0,332200.0
-117.96,33.99,25.0,200.0,52852.0,297600.0
-117.96,33.99,25.0,389.0,62516.99999999999,311100.0
-117.96,33.98,25.0,170.0,57407.0,302200.0
-117.88,33.96,16.0,3061.0,55469.0,265200.0
-117.89,33.98,5.0,641.0,25125.0,184500.0
-117.9,33.98,20.0,2159.0,32530.0,186700.0
-117.75,34.06,52.0,276.0,19762.0,105800.0
-117.75,34.06,52.0,16.0,4999.0,112500.0
-117.74,34.06,4.0,369.0,14722.0,137500.0
-117.75,34.05,27.0,97.0,17206.0,107500.0
-117.75,34.05,37.0,103.0,21908.0,94600.0
-117.75,34.06,44.0,117.0,20156.0,112500.0
-117.75,34.06,52.0,7.0,16250.0,67500.0
-117.94,34.15,33.0,138.0,44821.0,220100.0
-117.95,34.16,17.0,1083.0,62654.0,273800.0
-117.94,34.14,33.0,275.0,54109.99999999999,219400.0
-117.95,34.14,13.0,759.0,45594.0,184500.0
-117.95,34.14,33.0,353.0,30380.0,137500.0
-117.96,34.14,27.0,523.0,25275.0,151700.0
-117.96,34.14,33.0,403.0,37660.0,163900.0
-117.96,34.14,9.0,194.0,39464.0,179600.0
-117.97,34.14,15.0,877.0,26014.0,150300.0
-117.97,34.14,33.0,329.0,31094.0,136000.0
-117.97,34.13,42.0,138.0,34375.0,151700.0
-117.98,34.14,24.0,352.0,30417.0,148000.0
-117.97,34.13,33.0,469.0,34777.0,144500.0
-117.98,34.13,37.0,290.0,40083.0,142900.0
-117.98,34.13,29.0,448.0,36806.0,130500.0
-117.97,34.15,33.0,437.0,64576.0,500001.0
-117.97,34.17,35.0,813.0,49968.0,295000.0
-118.0,34.16,42.0,157.0,61010.0,311800.0
-118.01,34.16,47.0,275.0,55320.0,318500.0
-117.99,34.18,38.0,437.0,65254.0,365000.0
-117.99,34.16,40.0,674.0,42407.0,262000.0
-118.0,34.16,52.0,206.0,48059.0,270600.0
-118.0,34.15,48.0,648.0,42750.0,256800.0
-118.02,34.15,44.0,432.0,38750.0,280800.0
-118.03,34.15,43.0,267.0,41797.00000000001,486800.0
-118.02,34.15,44.0,372.0,36000.0,307400.0
-118.06,34.17,38.0,380.0,72419.0,410400.0
-118.05,34.17,45.0,437.0,50481.99999999999,388900.0
-118.04,34.18,37.0,508.0,52865.0,455400.0
-118.05,34.16,36.0,725.0,45625.0,376800.0
-118.06,34.16,46.0,267.0,36705.0,286500.0
-118.06,34.16,34.0,412.0,48214.0,362500.0
-118.07,34.16,35.0,623.0,41250.0,330000.0
-118.03,34.16,36.0,225.0,71615.0,484700.0
-118.03,34.16,39.0,338.0,98098.0,500001.0
-118.05,34.15,32.0,622.0,82004.0,500001.0
-118.06,34.15,37.0,226.0,150001.0,500001.0
-118.05,34.14,39.0,303.0,89728.0,500001.0
-118.06,34.13,40.0,845.0,36341.0,391500.0
-118.06,34.14,42.0,360.0,70315.0,437300.0
-118.06,34.14,40.0,387.0,84888.99999999999,500001.0
-118.04,34.13,22.0,588.0,46449.99999999999,276200.0
-118.04,34.15,34.0,295.0,33621.0,377200.0
-118.04,34.13,35.0,29.0,150001.0,500001.0
-118.05,34.13,23.0,668.0,37350.0,218300.0
-118.06,34.13,28.0,2731.0,32920.0,227300.0
-118.02,34.14,34.0,199.0,26316.0,252800.0
-118.03,34.14,31.0,1037.0,30727.000000000004,242600.0
-118.01,34.13,36.0,203.0,47159.00000000001,365900.0
-118.02,34.13,33.0,431.0,52329.0,430900.0
-118.02,34.13,34.0,297.0,77307.0,429000.0
-118.03,34.13,33.0,359.0,49583.00000000001,445700.0
-118.02,34.12,37.0,329.0,61536.0,366000.0
-118.02,34.11,35.0,435.0,38029.0,414800.0
-118.02,34.12,36.0,230.0,54555.0,395100.0
-118.02,34.12,38.0,281.0,65784.0,408500.0
-118.03,34.11,34.0,458.0,65722.0,437400.0
-118.01,34.14,20.0,744.0,28352.0,161700.0
-118.01,34.14,23.0,729.0,35200.0,187300.0
-118.02,34.14,31.0,1524.0,35878.0,222800.0
-117.99,34.15,44.0,596.0,31304.0,185600.0
-118.0,34.15,43.0,617.0,25417.0,178300.0
-118.01,34.15,32.0,1459.0,32377.0,184100.0
-117.98,34.14,27.0,1192.0,36336.0,235200.0
-118.0,34.13,24.0,503.0,32841.0,167000.0
-118.0,34.14,31.0,425.0,10548.0,178100.0
-118.0,34.14,39.0,291.0,32723.0,166900.0
-118.0,34.13,35.0,221.0,35481.0,158100.0
-117.99,34.13,37.0,350.0,29605.0,129400.0
-117.99,34.12,37.0,324.0,32857.0,130100.0
-117.99,34.12,35.0,242.0,25395.0,139200.0
-118.0,34.12,37.0,333.0,39219.0,175000.0
-118.0,34.12,42.0,164.0,46250.0,173800.0
-118.01,34.13,38.0,640.0,40729.0,212300.0
-118.01,34.12,43.0,198.0,45491.0,214800.0
-118.01,34.12,32.0,340.0,39400.0,278400.0
-118.01,34.11,32.0,470.0,25114.0,212200.0
-118.01,34.11,43.0,329.0,35625.0,211600.0
-118.01,34.11,36.0,322.0,42131.99999999999,212200.0
-118.02,34.1,36.0,368.0,47330.0,233700.0
